553285379,Dean Olson,1978-08-22
56073511,Francis Gilbert,1986-10-29
41548194,Neva Butler,1941-01-13
489816262,Ellison Downs,1917-08-29
236488921,Sherman Raymond,1968-04-04
302050627,Roxanne Savage,1927-06-28
866055894,Alyce Dillard,1958-11-18
988611489,Cherie Hall,1932-12-05
612541624,Conley Leonard,1933-05-02
682855132,Georgia Wyatt,1934-07-12
482045682,Earnestine Mayo,1946-01-15
643380356,Bennett Leon,2013-12-28
529607578,Hamilton Dunn,1948-06-02
383267611,Duran Casey,1935-10-25
276470485,Shanna Adams,1985-11-16
286228083,Weeks Chaney,1920-04-10
36604193,Maryellen Mclean,2010-07-22
721239764,Navarro Ross,1955-12-17
526919637,Lucille Hampton,1968-08-15
190153761,Fay Spence,1936-02-17
987032907,Catalina Sweeney,1992-07-15
75579061,Brooke Lindsay,2007-08-18
726006308,Patrice Lane,1947-08-06
92554844,Woodward Fischer,1982-08-25
684010093,Sheri Franks,1977-10-15
627460785,Ollie Warren,1930-02-26
598352057,Elsa Ferguson,1949-10-30
290824033,Jeanette Scott,1936-06-21
540336488,Janine Mcleod,1999-09-26
210090446,Emilia Wallace,1959-02-04
550396789,Keller Lott,2002-03-29
823031426,Nelson Medina,1998-08-18
380339291,Terri Short,1962-10-06
171759671,Jeri Taylor,1947-02-15
774417830,Virgie Malone,2013-12-01
373790212,Bond Mckay,2002-10-16
570088367,Lenora Holloway,1994-10-24
57878375,Klein Whitehead,1960-08-07
177167966,Cline Hurley,1955-06-15
891427532,Willis Blair,1962-02-26
742221322,Church Lowe,1989-05-02
969923536,Chang Perkins,1929-06-29
719835251,Lauri Brennan,1953-03-09
983724813,Consuelo Sweet,1992-04-18
400016292,Hammond David,2003-08-07
784222275,Palmer Young,1965-05-19
656991219,Margret Jones,2001-05-29
921752659,Hogan Santana,1986-05-25
186322873,Christian Caldwell,1960-06-11
912081871,Pierce Copeland,1984-12-21
494424404,Berta Golden,1988-10-21
611105503,Helga Finley,1959-04-10
70303135,Bass Daugherty,2003-05-27
48593756,Minnie Boyd,1941-07-17
338057299,Roberson Nichols,2004-03-26
96539783,Cobb Gutierrez,2007-06-04
133843148,Black Evans,1932-09-18
285471922,Maryanne Maldonado,1945-02-10
580113211,Estelle Boyer,1949-12-17
115637078,Corina Conner,1922-11-13
48574949,Garner Castaneda,1957-08-11
170537219,Chasity Pate,1932-06-30
641737045,Cole Hensley,1993-02-23
877848846,Johns Hunter,2016-04-01
702095019,Stewart Bolton,1944-12-30
661130426,Reilly Dorsey,2013-10-11
716581351,Jewell Chavez,2012-12-28
623135656,Acevedo Howe,1966-11-13
779181777,House Sims,1968-12-03
562625170,Stein Sawyer,2008-09-19
166843098,Glass Ortega,2013-07-01
609986315,George Campos,1951-12-01
401798759,Leola Bradley,2004-11-25
850520955,Isabelle Huber,1917-08-30
383681320,Eddie Huffman,1990-12-18
13895198,Trudy Rowland,1968-09-07
224223771,Bridges Gregory,2003-05-03
348522099,Maribel Wolfe,1996-06-29
573258087,Tara Rosales,1931-05-20
731586984,Miriam Rush,1932-04-22
616966058,Santiago Leach,1951-03-27
484355129,Camille Tyson,1950-06-08
21027044,Tanya Watson,1960-12-01
366208317,Kent Craft,2001-04-13
791824859,Maude Webb,1978-09-27
356240231,Stephanie Mcgee,2008-06-30
973743495,Osborne Williamson,1915-12-28
612953797,Morin Newman,2006-01-01
903101462,Kimberly Mueller,1948-03-21
28916406,Hansen Cameron,1935-12-14
326189458,Corinne Garner,1978-09-13
991361933,Harper Zamora,1945-10-29
319206317,Olive Orr,1923-06-20
922320960,Verna Dickerson,1991-02-20
786794439,Patsy Faulkner,1919-03-03
250202109,Martin Barnes,1949-12-19
371898635,Tracie Stanton,1962-07-31
296644991,Kelley Rogers,1957-09-19
220989236,Georgina Bean,1997-11-22
916879003,Lela Mcpherson,1915-09-29
992562666,Wooten Boone,1935-06-02
187725437,Tia Leblanc,1971-09-24
271855248,Mariana Baird,1939-07-09
319204258,Randolph Martin,1967-01-13
692458900,Alisha Noel,1941-03-14
759992506,Jordan Cherry,1943-03-28
321626096,Gay Carson,1919-09-16
945027576,Janette Cook,1979-04-09
377592006,Gross Douglas,2001-07-05
814267911,Aguilar Hickman,1979-10-03
210860190,Margo Maxwell,1947-05-11
334980798,Lloyd Rosa,1922-05-04
492509172,Collier Graves,2002-05-18
225004972,Wall Moses,1975-12-18
9635132,Schroeder White,1928-06-19
660468051,Carla Abbott,1920-08-03
941183540,Graves Hudson,1964-12-20
320075595,Michele Bryant,1958-05-23
451114935,Pate Rosario,1992-03-31
909034095,Cooper Shepherd,1947-01-07
175546886,Curry Reeves,1978-12-12
672742761,Brianna Ferrell,1992-11-30
436109300,Hess Sosa,1976-05-11
2359845,Haney Head,2007-04-25
739014108,Tessa Rodriquez,1953-05-10
446408254,Freida Prince,2007-07-06
272582972,Hayes Mcmillan,1926-04-29
356570818,Farley Lucas,1997-09-24
441288996,Romero Villarreal,2005-09-10
335496050,Callie Kane,1981-04-25
57078526,Letitia Walls,1939-01-07
275098548,Mann Herman,2011-03-01
150456651,Wilkinson Hendricks,1985-05-22
260621610,Lyons Bradshaw,2008-08-06
794292120,Alma Solomon,1923-03-20
141009061,Isabella Mooney,1934-09-12
33452687,Hahn Bowman,1919-12-16
301804314,Belinda Albert,1990-05-26
529184895,Alba Franco,1963-10-07
721104619,Perkins Carey,1930-04-30
827452368,Bailey Delaney,1930-02-24
912107826,Gracie Fuentes,1934-10-07
889825931,Simmons Gibson,1960-03-01
912816357,Christie Barnett,1984-12-09
487544886,Debora Smith,1927-03-26
223538620,Harmon Welch,2008-08-20
69243873,Adriana Elliott,1950-02-02
21134845,Rasmussen Jimenez,2014-09-19
257649379,Bates Mckinney,2004-11-24
237896572,Janie Ward,1946-11-23
318514708,Horne Winters,2000-01-13
132174816,Marcie Booker,1963-12-23
916187982,Benjamin Park,1946-04-02
922955231,Mollie Joyce,1984-05-27
601731586,Schmidt Berg,1962-06-05
344637386,Vazquez Chambers,1948-02-23
582960066,Vaughn Martinez,1998-01-17
637450733,Karin Gray,2009-09-02
43191325,Kline Robertson,2002-09-08
516019043,Lora Sears,2008-05-17
98959226,Mendez Cruz,1933-07-07
966078999,Vincent Jackson,1989-09-20
301087516,Clara Norman,1957-11-28
829121943,Hancock Lang,2003-02-22
594539217,Marissa Norris,1985-07-28
917839887,Flynn Gomez,2001-09-21
948626147,Janis Wooten,1933-01-13
822643471,Patrick Hawkins,1926-10-03
407371080,Jeanie Griffin,1968-08-28
503025384,Marilyn Holden,1944-06-09
351373151,Watkins Conway,1970-12-22
597565530,Carpenter Knowles,1921-09-21
39035778,Elvia Meyer,1967-12-21
26125289,Selena Arnold,2003-01-11
425806448,Guerra Kaufman,1958-05-15
700924793,Raymond Patrick,1972-03-27
350269663,Cervantes Hunt,1919-11-24
940719458,Crosby Hansen,1963-09-02
28675786,Silva Morris,1998-03-16
691325680,Acosta Houston,2008-06-09
647820127,Tasha Barton,1930-05-14
859640097,Nell Sandoval,1961-10-30
528674797,Janell Morrison,1939-02-15
611655763,Burris Roth,1992-02-04
751979038,Blanche Cunningham,1951-09-07
256720533,Montgomery Walsh,1986-06-01
433897675,Allen Forbes,1965-11-14
542281383,Virginia Cochran,1935-12-24
543539447,Hannah Grant,1929-10-28
595898249,Young Molina,1993-09-03
684391412,Walsh Mcfarland,1975-02-17
65136455,Carney Peters,2010-09-23
854768287,Cruz Foley,1921-11-06
3111284,Pugh Santos,2001-05-01
475620320,Cathryn Ruiz,1985-06-02
848173630,York Melton,2002-09-24
915003518,Hickman Yates,1940-07-17
206115629,Roman Figueroa,1957-11-27
156835296,Jenny Byrd,1947-01-24
667219056,Mcleod Schultz,1961-01-24
863068983,Helen Eaton,1993-07-18
323259495,Emerson Heath,1983-03-28
933383713,Walter Vasquez,2013-10-04
979365992,Hazel Justice,1988-02-25
127653153,Beulah Booth,1921-09-02
105777276,Polly Gill,1918-08-24
733909009,Estes Wade,1967-01-16
727852181,Myrtle Owens,1949-11-26
712920330,Genevieve Rose,1952-05-09
529511343,Perry Mcdaniel,1995-08-21
700770262,Tommie Wilson,1984-03-25
282496827,Marian Osborn,1991-01-23
656713759,Barrett Johnston,1990-03-31
114933940,Savannah Snow,1983-09-01
359061916,Eunice Bailey,1931-03-18
416821114,Dolores Tran,1936-09-01
90969176,Chase Robbins,2009-07-07
53524859,Harriett Goff,1927-04-06
538933595,Ada Robles,1980-09-24
903543836,Berry Montoya,1966-01-23
512386321,Pittman Valenzuela,1999-08-08
163961860,Lynnette English,1963-10-26
658096691,Newton Mason,1936-05-17
722829606,Gordon Murray,1957-12-28
979602482,Martina Dotson,1923-07-14
827201774,Melva Weiss,1976-01-09
938461570,Effie Skinner,1951-06-22
8672302,Hudson Nash,1963-10-04
40878111,Penny Macias,1975-03-18
429169077,Levine Rowe,1928-05-10
592774037,Marquez Saunders,2006-09-16
709319758,Bonner Hughes,1929-06-05
263039423,Benson Benson,1980-06-12
409226867,Fitzgerald Dennis,1981-07-01
925313812,Rosanne Wise,2003-01-03
506488113,Burch Phelps,1966-12-08
267925538,Pollard Talley,1948-11-05
831882257,Edith Mcneil,1921-11-13
691380384,Rios Glover,1930-08-02
808475803,Annette Morin,2004-11-10
155060558,Hartman Waller,2006-12-04
401073000,Charity Horn,1984-12-27
898823322,Patti Chapman,2011-08-12
666566339,Lucy Woodard,1961-06-27
182711351,Schultz Snyder,1984-12-05
84497212,Cynthia Ashley,1968-10-18
581473501,Mable Farley,1931-11-08
156708091,Dixie Stephenson,1968-01-19
497301263,Lane Atkins,2007-02-06
978580547,Tran Roberts,1966-05-20
846802165,Hendrix Atkinson,1947-01-15
232776957,Celia Oneill,1994-10-31
609928807,Kenya Witt,2003-01-30
713226967,Aida Whitfield,1998-03-12
783070594,Sutton Mccall,1988-08-12
210363090,Dora Good,2003-09-23
189086964,Mathis Mckee,1964-03-12
586270047,Peck Mccullough,1972-06-22
523641044,Hinton Banks,2000-02-13
915778475,Margarita Marks,1999-12-20
580794774,Blackburn Suarez,1937-08-15
752730846,Shana Hutchinson,1954-01-02
981794206,Christa Gross,1991-12-13
146455756,Reid Luna,1955-10-19
280637426,Leonard Stanley,1917-02-25
103396186,Powers Briggs,1952-11-06
431942363,Karyn Delgado,1934-10-07
386300432,Jenkins Greene,1998-08-26
346864441,Rhoda Koch,1989-12-08
29458310,Ray Calderon,1976-08-29
243540276,Bird Deleon,1924-08-20
784470401,Weaver Barr,1976-12-31
511917406,Jamie William,1929-01-16
47202200,Gardner Farrell,1961-02-25
699277159,Beasley Haney,1945-05-26
128086433,Lessie Michael,2006-02-01
445349833,Lydia Diaz,1944-12-16
229790955,Sparks Huff,1959-05-30
884483524,Araceli Ramos,1974-01-14
35525730,June Lopez,1930-08-21
317861028,Bryant Fisher,1994-04-13
616083028,Oneil Fitzgerald,1987-03-13
188505179,Mcintosh Bentley,1959-07-22
787418133,Harrell West,1997-07-15
466094399,Petra Bauer,1990-12-28
185716392,Naomi Cooper,1934-07-21
970284904,Barnett Stevens,2012-05-28
112850766,Salazar Guzman,1993-02-12
579547342,Malone Alvarez,1957-01-16
633615772,Merle Stout,1925-10-13
428748317,Terry Hess,1919-11-21
880791722,Cain Richard,1917-05-29
420806249,Imogene Rice,1938-05-06
53417618,Orr Joseph,1934-11-20
644215908,Stout Best,1928-02-29
15567120,Whitehead Allen,1969-11-07
651954146,Johnston Weber,1943-08-16
698866320,Curtis Harding,2010-12-25
215357063,Juarez Shepard,1959-10-08
980567852,Rodriguez Wood,1939-04-16
869202136,Hewitt Christian,1934-03-21
326811303,Kathryn Bowers,1924-11-08
761964626,Mccormick Snider,1988-04-03
15824282,Rosemarie Moody,1925-01-04
439767826,Sabrina Hendrix,2014-02-12
107830322,Rachel Tucker,1943-06-16
956659907,Rosella Velez,1918-06-01
757266038,Alice Rutledge,1995-08-21
205364682,Nina Potter,1923-09-01
866518820,Felicia Goodman,2016-02-18
543938447,Bowen Oliver,1930-10-01
156183547,Freeman Dudley,1992-03-17
552776015,Blanca Kent,1991-11-14
346917582,Jordan Duke,1925-04-07
120935506,Christi Reed,1995-07-21
492624785,Alana Bray,1949-12-20
749665147,Peggy Finch,1992-02-19
377603508,Christensen Hopper,1992-09-28
206328190,Nikki Dejesus,1967-03-12
998397005,Eva Jarvis,1992-01-29
818021029,Angelia Fleming,1948-01-01
226038043,Jana Hernandez,1956-09-01
356897454,Tabitha Sullivan,1915-10-04
938198387,Pope Dixon,1987-02-28
562453996,Wade Hardy,2003-11-25
17457619,Pearson Hale,1929-11-05
790448443,Mullins Clark,2014-06-30
123577491,Terrie Terry,2014-07-27
673940803,Lara Hardin,1919-12-18
948898206,Hunter Yang,1951-02-03
148031523,Millie Mcintosh,1971-12-24
641111610,Matilda Thompson,2012-10-03
114371854,Velma Decker,2013-09-03
74072805,Ayers Andrews,1969-05-17
655519186,Mercado Middleton,1981-06-15
120405640,Osborn Mendoza,2010-01-02
224575188,Edwina Carroll,1999-08-14
691366504,Durham Lancaster,2009-10-24
70175194,Weber Lester,1951-06-18
102443182,Casey Lynch,1915-02-01
229782851,Ofelia Moon,1916-05-20
891577546,Jackie Sykes,1973-07-09
342703117,Griffin Gonzalez,2011-08-25
74270260,Gabrielle Serrano,2002-04-22
981764684,Ann Weeks,1926-09-03
483416246,Lidia Obrien,1919-04-23
6979264,Norris Howard,1971-09-01
396759399,Mcclain Hahn,1936-09-21
949883065,Castillo Wiley,1964-04-01
481175212,Holcomb Le,2004-12-11
784264133,Regina Burnett,2014-08-04
785287886,Erin Carter,1930-05-20
576119011,Higgins Lowery,1981-02-12
465804653,Tammi Ingram,1997-03-15
904941580,Reyna Larsen,1988-11-09
121568855,Mcknight Byers,1920-11-12
218486058,Deanne Drake,1958-01-01
494066271,Juliet Richardson,1975-04-16
69561172,Mayer Dominguez,1968-10-16
225397838,Browning Hooper,1971-09-01
952382781,Karen Bennett,1931-01-11
821496660,Zimmerman Page,1970-05-30
913952442,Cleo Kelly,1931-04-01
791719221,Marjorie Fernandez,1969-11-30
537938098,Turner Flynn,2007-02-01
501988370,Munoz Warner,1967-09-28
225842722,Reeves Haynes,1974-04-14
967578715,Mary Sexton,1999-06-03
844075831,Alberta Hayden,2006-05-09
944292068,Hodge Ayers,1985-10-13
994141820,Sophia Dale,2003-11-01
62207503,Lelia Christensen,2016-02-16
11665355,Horton Rodriguez,2007-06-29
756857615,Johnnie Randall,1929-08-07
742656635,Noreen Cox,1968-10-11
600682502,Mayra Clemons,1989-09-10
537935334,Natalia Steele,1996-11-13
650964620,Aline Carney,1981-03-20
340668004,Elena Randolph,1927-04-29
383924549,Melanie Palmer,1981-01-11
406105274,Melissa Duran,1972-09-02
870645114,Alisa Massey,1987-06-26
791540018,Rogers Jacobs,1958-03-27
354832349,Reed Jordan,1978-11-27
216737114,Sheena Nixon,1989-04-25
497271524,Hilda Kidd,1948-02-20
205137579,Hope Sutton,1949-01-17
982705122,Lina Sherman,1997-11-07
153624717,Hardin Washington,1935-08-25
95671767,Logan Pratt,1929-04-03
361704422,Hilary Walton,1916-08-16
452380155,Livingston Levine,1919-10-30
402723595,Briana Montgomery,2006-04-14
506842242,Owen Preston,1996-07-12
962596704,Francesca Cole,2008-10-06
266504480,Roth Trujillo,1994-03-17
431876987,Crane Burris,1988-04-10
138355449,Lila Lyons,1965-12-03
776280616,Bartlett Holland,1952-06-19
919270015,Sandoval Cortez,2011-04-24
281515569,Wright Rasmussen,1986-03-12
869404817,Dolly Craig,1968-11-29
509083446,Fuller Avery,1947-12-03
36972701,Beard Mercado,1982-07-21
736100199,Jayne Vaughan,1935-03-27
695893826,Kidd Cobb,1950-09-17
306538266,Rachelle Parker,1947-08-12
857103549,Finley Perez,1976-05-10
929635208,Charlotte Mitchell,1948-11-18
419458624,Mcintyre Johnson,1995-03-07
325780802,Desiree Tyler,1929-09-21
133347732,Jerry Wong,2001-02-24
586709348,Sargent Matthews,1989-04-28
142016595,Ballard Bernard,1927-12-11
839345059,Latonya Walter,1923-12-26
419453489,Williams Paul,1939-08-19
730617728,Lourdes Sparks,2014-03-12
949151955,Carey Shaw,1962-10-13
810660733,Daniels Haley,1959-01-16
369638179,Judy Mosley,1990-01-01
278784331,Rivas Marsh,2011-03-16
46190626,Brady Mcbride,1948-04-20
827580376,Dollie Blankenship,1989-05-01
991221193,Estella Crawford,2012-01-01
496538974,Donaldson Kim,1966-03-31
673973074,Rosalind Wells,1952-04-11
708558607,Elliott Alford,1947-10-17
891517356,Patricia Brown,2012-08-01
825706358,Anna French,1985-11-03
467711580,Katina Cleveland,1947-06-23
972468061,Cantu Key,1953-05-10
319084496,Avis Stevenson,1967-08-15
83236193,Meghan Strong,2005-03-09
395713427,Terrell Garrison,1967-02-15
729468126,Sharron Dunlap,1974-02-11
324399000,Adela Waters,1943-06-20
500845048,Mai Gonzales,1998-02-26
199765823,Louella Flowers,2004-03-07
366043368,Lancaster Larson,1945-11-23
578332030,Elizabeth Hays,1918-02-04
518149483,Sawyer Hoffman,1999-08-26
184611546,Webster Velasquez,1944-08-09
701296406,Nola Harrington,2004-02-07
328616376,Joni Valentine,1994-08-02
622048561,Mccarty Wall,1919-07-03
397995871,Small Reid,2002-08-09
48418843,Angelique Jenkins,1951-08-20
639429728,Cleveland Roberson,1977-04-03
924561209,Gena Graham,1944-11-23
630836020,Deborah Ray,1946-03-08
840569382,Shepherd Coleman,1990-01-29
442475575,Chandra Wilcox,1934-07-06
493339109,Mcpherson Guerrero,1953-02-12
283953302,Glenn Wilder,1977-03-14
202964012,Wilcox Vinson,1947-05-29
13916081,Mcdowell Lewis,1972-12-24
763260820,Jarvis Ellis,2003-01-05
978516637,Moss Hanson,1944-09-14
984626965,Andrews Green,1968-07-10
324004017,Miranda Riddle,1942-12-22
644666233,Brown Blackwell,1971-12-31
847472459,Norton Long,2013-01-06
448563576,Sosa Wagner,1923-06-16
234271826,Colleen Benton,1984-01-31
173312021,Pam Collier,1944-06-05
696981699,Evans Nielsen,1967-06-17
873298091,Michael Sloan,2008-07-04
767665549,Alvarez Burke,1993-01-15
780220096,Addie Cardenas,1961-10-18
741048771,Levy Rojas,1916-04-13
945169237,Cassandra James,2006-07-21
665660571,Ferrell Rodgers,1974-02-23
438050281,Love Simpson,1961-08-14
300310596,Abby Russell,1961-11-11
820295452,Catherine Mcknight,1988-02-14
119162889,Molina Cooke,1943-11-04
83057184,Elinor Poole,1957-10-03
789955115,Hood Shannon,2009-03-01
279909711,Julia Miller,1915-09-23
988286015,Castro Noble,1958-07-30
855887490,Isabel Cervantes,1991-01-16
474359895,Clark Osborne,1990-11-15
365619526,Gretchen Cross,2011-09-04
950498765,Mabel Phillips,1919-06-01
777840878,Gladys Austin,1915-02-26
811479799,Barrera Bass,1972-09-11
342473958,Decker Barker,1942-12-11
852162154,Allie Landry,1938-08-13
538151264,Denise Gamble,1969-10-20
819071705,Lesa Hatfield,1973-01-24
745312209,Mullen Barlow,1976-12-09
132516777,Trisha Moreno,1967-02-12
112948972,Blanchard Buckley,1977-12-20
669719996,Morris Fulton,1977-06-25
665132423,Nelda Bond,2006-04-02
448142558,Clarke Watkins,1975-05-18
913836429,Danielle Nunez,1935-01-18
763122961,Robles Whitley,1928-11-04
274949368,Gwendolyn Morgan,1965-12-02
652992991,Larson Garza,1938-01-25
146650719,Barbra Dillon,2015-09-24
752413918,Sharlene Dodson,1963-01-23
931011048,Lilly Hood,1929-08-24
991904616,Baker Murphy,1992-02-18
973395783,Franco Hodge,2013-02-19
460823970,Aisha Daniels,1998-04-26
975712548,Latasha Goodwin,1917-10-07
827999447,Valentine Anthony,1950-01-11
10905729,Britt Henry,1956-07-10
304345502,Barbara Mccoy,1938-07-29
622083126,Compton Ramsey,1977-11-29
369835020,Callahan Brady,1930-12-25
519747494,Howe Mclaughlin,1965-12-15
730425132,Shawna Frost,1926-09-11
48729570,Nieves Hammond,2004-03-03
753710616,Butler Strickland,1995-09-07
537186829,Lolita Branch,1937-12-23
296905220,Miranda Foreman,1950-01-26
19193392,Tabatha Gould,1991-02-18
433012606,Villarreal Lindsey,2004-01-04
